file,protocol,load_nominal_Nm,rpm_nominal,win_kind,win_start_s,rpm,rpm_level,f1_Hz,fr_Hz,slip_pct,R1x,R2x,axial_1x,axial_ratio,dom_radial,onex_snr_dB,cur_sb_1x_snr,unbalance_pct,f1_on_res,fr_on_res,on_resonance,sep_Hz,sep_bins,f1_in_1x,f1_near_1x,f1_in_2x,slip_suspect,low_speed_em,vib_f1_line,em_over_1x,fr_on_axial_res,r1x_over_health,vib_1x_c2,vib_2x_c2,vib_3x_c2,vib_1x_c3,vib_2x_c3,vib_3x_c3,vib_1x_c4,vib_2x_c4,vib_3x_c4
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,17.0,988.8,1000,16.74,16.48,1.554,0.000226,6.8e-05,0.001809,8.011,c2,34.7,26.1,0.74,False,False,False,0.26,2.1,True,False,False,False,False,0.000171,0.76,True,,0.000179,2.2e-05,5e-06,0.000138,6.5e-05,3.5e-05,0.001809,2.7e-05,6e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,19.0,988.8,1000,16.74,16.479,1.557,0.000235,7.3e-05,0.001835,7.819,c2,33.9,26.9,0.74,False,False,False,0.261,2.1,True,False,False,False,False,0.000162,0.69,True,,0.00017,3.4e-05,8e-06,0.000162,6.4e-05,2.4e-05,0.001835,1.8e-05,1.5e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,21.0,988.7,1000,16.74,16.479,1.559,0.000228,6.4e-05,0.001817,7.956,c2,33.5,27.1,0.73,False,False,False,0.261,2.1,True,False,False,False,False,0.000164,0.72,True,,0.000173,2.9e-05,4e-06,0.000149,5.8e-05,2.5e-05,0.001817,3.1e-05,1.2e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,23.0,988.7,1000,16.74,16.479,1.559,0.000227,7.4e-05,0.001813,8.0,c2,33.5,24.4,0.74,False,False,False,0.261,2.1,True,False,False,False,False,0.000159,0.7,True,,0.000169,3.6e-05,5e-06,0.000151,6.4e-05,1.9e-05,0.001813,2.2e-05,3e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,25.0,988.7,1000,16.74,16.479,1.558,0.000226,6.8e-05,0.001806,7.999,c2,33.2,25.5,0.74,False,False,False,0.261,2.1,True,False,False,False,False,0.000163,0.72,True,,0.00017,2.9e-05,7e-06,0.000149,6.1e-05,2.5e-05,0.001806,2e-05,7e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,27.0,988.8,1000,16.739,16.48,1.551,0.000238,7e-05,0.001792,7.526,c2,33.5,28.5,0.75,False,False,False,0.26,2.1,True,False,False,False,False,0.000168,0.71,True,,0.000176,3.4e-05,5e-06,0.00016,6.1e-05,1.8e-05,0.001792,2.3e-05,8e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,29.0,990.7,1000,16.739,16.511,1.359,0.00023,6.6e-05,0.001768,7.702,c2,32.7,26.3,0.75,False,False,False,0.227,1.8,True,False,False,False,False,0.000169,0.73,True,,0.000173,3.4e-05,6e-06,0.000151,5.6e-05,2.1e-05,0.001768,2.7e-05,8e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,31.0,992.5,1000,16.739,16.542,1.173,0.000242,0.000136,0.001739,7.174,c2,36.1,28.8,0.76,False,False,False,0.196,1.6,True,False,False,False,False,0.000178,0.73,True,,0.000179,8.3e-05,7e-06,0.000163,0.000108,1.9e-05,0.001739,4.8e-05,8e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,33.0,992.6,1000,16.739,16.544,1.169,0.000243,0.000113,0.001716,7.072,c2,35.3,28.5,0.77,False,False,False,0.196,1.6,True,False,False,False,False,0.000174,0.72,True,,0.000175,7.6e-05,8e-06,0.000168,8.3e-05,3.7e-05,0.001716,4.6e-05,8e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,35.0,992.7,1000,16.739,16.544,1.165,0.000233,0.000113,0.00169,7.258,c2,32.8,25.6,0.78,False,False,False,0.195,1.6,True,False,False,False,False,0.000171,0.74,True,,0.000171,4.3e-05,1.4e-05,0.000158,0.000105,1e-05,0.00169,4.3e-05,7e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,37.0,992.7,1000,16.741,16.544,1.172,0.000245,0.000142,0.001681,6.863,c2,33.0,24.5,0.78,False,False,False,0.196,1.6,True,False,False,False,False,0.000176,0.72,True,,0.000177,5.9e-05,1.4e-05,0.000169,0.000129,3.8e-05,0.001681,5.1e-05,7e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,39.0,992.7,1000,16.741,16.544,1.177,0.000238,0.000122,0.001674,7.022,c2,32.3,26.3,0.78,False,False,False,0.197,1.6,True,False,False,False,False,0.00018,0.76,True,,0.000181,8.6e-05,8e-06,0.000155,8.7e-05,3.6e-05,0.001674,5.3e-05,4e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,41.0,992.7,1000,16.741,16.545,1.171,0.000234,0.000103,0.001707,7.285,c2,31.7,26.7,0.77,False,False,False,0.196,1.6,True,False,False,False,False,0.000178,0.76,True,,0.000178,5.3e-05,5e-06,0.000152,8.8e-05,1.2e-05,0.001707,3.9e-05,1.1e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,43.0,992.7,1000,16.741,16.544,1.178,0.000248,0.000124,0.001703,6.86,c2,33.0,27.1,0.77,False,False,False,0.197,1.6,True,False,False,False,False,0.000175,0.7,True,,0.000178,4.1e-05,7e-06,0.000173,0.000117,3.3e-05,0.001703,4.4e-05,9e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,45.0,992.7,1000,16.74,16.544,1.172,0.000231,0.000146,0.001702,7.369,c2,33.4,26.7,0.77,False,False,False,0.196,1.6,True,False,False,False,False,0.000173,0.75,True,,0.000173,7e-05,1.1e-05,0.000152,0.000128,2.5e-05,0.001702,5e-05,1.4e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,47.0,992.6,1000,16.739,16.544,1.167,0.000245,0.000117,0.001722,7.038,c2,30.8,25.1,0.78,False,False,False,0.195,1.6,True,False,False,False,False,0.000177,0.73,True,,0.000178,8.9e-05,1.1e-05,0.000168,7.7e-05,1.9e-05,0.001722,4.4e-05,4e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,49.0,992.6,1000,16.74,16.544,1.169,0.000242,0.000108,0.001708,7.057,c3,34.5,28.8,0.78,False,False,False,0.196,1.6,True,False,False,False,False,0.000174,0.72,True,,0.000168,3.8e-05,5e-06,0.000174,0.000101,2.5e-05,0.001708,4.6e-05,1.2e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,51.0,992.6,1000,16.741,16.543,1.183,0.000233,0.000135,0.001693,7.276,c2,32.6,27.4,0.77,False,False,False,0.198,1.6,True,False,False,False,False,0.000171,0.73,True,,0.000171,5.6e-05,8e-06,0.000158,0.000123,2.5e-05,0.001693,5.1e-05,1e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,53.0,992.6,1000,16.742,16.543,1.189,0.000248,0.000132,0.001722,6.95,c2,34.5,28.6,0.76,False,False,False,0.199,1.6,True,False,False,False,False,0.000177,0.72,True,,0.000177,8.7e-05,1e-05,0.000173,0.0001,2.5e-05,0.001722,5e-05,1.3e-05
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,55.0,990.7,1000,16.742,16.511,1.378,0.000248,5e-05,0.001735,6.991,c2,34.3,27.4,0.75,False,False,False,0.231,1.8,True,False,False,False,False,0.00018,0.73,True,,0.000185,4.5e-05,5e-06,0.000165,2.3e-05,2.4e-05,0.001735,1.4e-05,7e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,57.0,990.5,1000,16.742,16.509,1.389,0.000231,4e-05,0.001763,7.639,c2,35.4,26.6,0.75,False,False,False,0.233,1.9,True,False,False,False,False,0.000172,0.75,True,,0.000176,3e-05,4e-06,0.00015,2.6e-05,6e-06,0.001763,1e-05,2e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,59.0,988.7,1000,16.74,16.479,1.56,0.00023,3.8e-05,0.001797,7.814,c2,34.8,25.6,0.75,False,False,False,0.261,2.1,True,False,False,False,False,0.00016,0.7,True,,0.000171,2.8e-05,1.2e-05,0.000154,2.5e-05,1.9e-05,0.001797,1e-05,5e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,61.0,988.7,1000,16.74,16.479,1.563,0.00023,3.4e-05,0.001791,7.773,c2,36.0,26.9,0.74,False,False,False,0.262,2.1,True,False,False,False,False,0.00017,0.74,True,,0.000177,2e-05,5e-06,0.000147,2.7e-05,2.8e-05,0.001791,1.4e-05,6e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,63.0,988.7,1000,16.74,16.478,1.569,0.000236,3.8e-05,0.001808,7.674,c2,37.1,25.9,0.74,False,False,False,0.263,2.1,True,False,False,False,False,0.000173,0.74,True,,0.000183,2.5e-05,1.5e-05,0.000149,2.9e-05,2.1e-05,0.001808,1e-05,2e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,65.0,988.7,1000,16.74,16.478,1.565,0.000226,4.7e-05,0.001821,8.051,c2,35.3,27.8,0.74,False,False,False,0.262,2.1,True,False,False,False,False,0.000169,0.75,True,,0.000178,3.9e-05,1.1e-05,0.00014,2.5e-05,1.3e-05,0.001821,1.7e-05,7e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,67.0,988.7,1000,16.74,16.478,1.565,0.000234,4.8e-05,0.001822,7.791,c2,34.7,26.7,0.75,False,False,False,0.262,2.1,True,False,False,False,False,0.000172,0.74,True,,0.000181,3.7e-05,6e-06,0.000148,3.1e-05,2.4e-05,0.001822,1.8e-05,3e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,69.0,988.7,1000,16.74,16.478,1.563,0.000223,3.7e-05,0.001816,8.136,c2,33.0,27.5,0.75,False,False,False,0.262,2.1,True,False,False,False,False,0.000161,0.72,True,,0.00017,2.3e-05,9e-06,0.000145,2.9e-05,1.4e-05,0.001816,1.3e-05,8e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,71.0,988.7,1000,16.74,16.478,1.564,0.000227,3.9e-05,0.001803,7.936,c2,32.9,25.6,0.74,False,False,False,0.262,2.1,True,False,False,False,False,0.000164,0.72,True,,0.000173,2.5e-05,8e-06,0.000147,3e-05,1.5e-05,0.001803,1.9e-05,5e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,73.0,988.7,1000,16.74,16.478,1.565,0.000228,4.5e-05,0.001798,7.877,c2,33.9,27.5,0.74,False,False,False,0.262,2.1,True,False,False,False,False,0.000164,0.72,True,,0.000171,3.2e-05,5e-06,0.000152,3.2e-05,2.3e-05,0.001798,1.6e-05,6e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,75.0,988.7,1000,16.74,16.479,1.56,0.000231,4.5e-05,0.001795,7.768,c2,34.3,27.0,0.74,False,False,False,0.261,2.1,True,False,False,False,False,0.00016,0.69,True,,0.000169,3.1e-05,7e-06,0.000158,3.2e-05,2.5e-05,0.001795,2.3e-05,6e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,77.0,988.8,1000,16.738,16.479,1.544,0.000234,4.1e-05,0.001798,7.673,c2,35.4,26.7,0.75,False,False,False,0.258,2.1,True,False,False,False,False,0.00017,0.72,True,,0.000182,2.1e-05,5e-06,0.000148,3.6e-05,3e-05,0.001798,1.7e-05,3e-06
Rotor_unbalance_torque_circulation_20Nm_1000rpm_250706094752.csv,torque,20,1000,load_seg,79.0,994.5,1000,16.734,16.576,0.945,0.00024,0.000122,0.001714,7.128,c3,31.3,25.3,0.78,False,False,False,0.158,1.3,True,False,True,False,False,0.000176,0.73,True,,0.000164,2.8e-05,1.8e-05,0.000176,0.000119,4.2e-05,0.001714,4e-05,4e-06
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,1.0,2005.1,2000,33.388,33.418,-0.092,0.000968,0.000759,0.000548,0.566,c3,47.6,32.5,0.85,False,False,False,0.031,0.2,True,False,True,True,False,0.000807,0.83,False,,0.000534,0.000171,5.5e-05,0.000807,0.000739,5.4e-05,0.000548,0.000295,1.5e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,3.0,1997.4,2000,33.392,33.29,0.303,0.001005,0.000837,0.000545,0.543,c3,47.1,32.3,0.83,False,False,False,0.101,0.8,True,False,True,False,False,0.000869,0.86,False,,0.000506,0.000149,5.6e-05,0.000869,0.000824,7.2e-05,0.000545,0.000303,1.9e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,5.0,1989.5,2000,33.396,33.158,0.712,0.001178,0.000497,0.00055,0.466,c3,48.2,33.5,0.79,False,False,False,0.238,1.9,True,False,False,False,False,0.001081,0.92,False,,0.00047,0.000432,2.6e-05,0.001081,0.000246,2.3e-05,0.00055,8.9e-05,1.4e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,7.0,1981.6,2000,33.393,33.026,1.099,0.00106,0.000384,0.000529,0.499,c3,46.6,35.0,0.75,False,False,False,0.367,2.9,True,False,False,False,False,0.000612,0.58,False,,0.000426,0.000344,2.1e-05,0.000971,0.000172,1.1e-05,0.000529,6.5e-05,1.3e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,9.0,1981.4,2000,33.386,33.023,1.088,0.001059,0.000397,0.000509,0.48,c3,48.4,33.0,0.75,False,False,False,0.363,2.9,True,False,False,False,False,0.00056,0.53,False,,0.000392,0.000365,2.1e-05,0.000984,0.000158,1.5e-05,0.000509,6.3e-05,1.7e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,11.0,1981.3,2000,33.385,33.022,1.089,0.001066,0.000389,0.000504,0.473,c3,48.3,34.4,0.75,False,False,False,0.363,2.9,True,False,False,False,False,0.000618,0.58,False,,0.000384,0.000349,1.8e-05,0.000994,0.000173,1.3e-05,0.000504,6.1e-05,1.1e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,13.0,1977.8,2000,33.385,32.964,1.263,0.001063,0.000386,0.000506,0.476,c3,47.2,34.6,0.74,False,False,False,0.422,3.4,False,True,False,False,False,0.000602,0.57,False,1.27,0.000383,0.000349,1.5e-05,0.000991,0.000164,1e-05,0.000506,6.2e-05,1e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,15.0,1974.4,2000,33.385,32.906,1.435,0.001057,0.000392,0.000514,0.486,c3,48.1,34.0,0.74,False,False,False,0.479,3.8,False,True,False,False,False,0.000515,0.49,False,1.26,0.000393,0.000354,1.6e-05,0.000981,0.000169,9e-06,0.000514,6.3e-05,1.5e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,17.0,1974.5,2000,33.385,32.908,1.431,0.001044,0.000383,0.000501,0.48,c3,49.7,33.3,0.74,False,False,False,0.478,3.8,False,True,False,False,False,0.000398,0.38,False,1.25,0.000393,0.000348,1.9e-05,0.000967,0.000159,1.3e-05,0.000501,6.2e-05,1.8e-05
Rotor_unbalance_torque_circulation_20Nm_2000rpm_250706094955.csv,torque,20,2000,load_seg,19.0,1974.5,2000,33.386,32.909,1.428,0.001045,0.000388,0.00051,0.488,c3,49.3,32.7,0.74,False,False,False,0.477,3.8,False,True,False,False,False,0.000408,0.39,False,1.25,0.000391,0.00035,1.6e-05,0.000969,0.000167,6e-06,0.00051,6.8e-05,1.8e-05
